,CATEGORY,SUBCAT,SAMPLE,ORGAN FRACTION,C,H,O,C.1,H.1,O.1,CELL,HCELL,LIGH,LIGO,LIGC,TRIL,CTANN,ignition_delay,transit_distance
445,GRASS PLANTS,Grass,Miscanthus,Sillage dried,47.55,5.82,41.93,49.9,6.1,44.0,0.5784,0.2538,0.0091,0.0001,0.0014,0.1573,0.0,0.1704270974304915,0.022821895975522914
446,WOOD PLANTS,Hardwood,Hazelnut,Seedcoat,50.08,5.30,41.54,51.67,5.47,42.86,0.3851,0.3261,0.0526,0.0686,0.0226,0.145,0.0,0.13839891375303148,0.017841233951499016
447,WOOD PLANTS,Hardwood,Hazelnut,Seedcoat,51.00,5.40,40.50,52.63,5.57,41.8,0.3013,0.1322,0.0031,0.4453,0.0685,0.0,0.0496,0.09619537406150282,0.017916170460170605
448,WOOD PLANTS,Hardwood,Pistachio,Shell,47.66,4.55,45.79,48.63,4.64,46.72,Outsider,,,,,,,,
449,WOOD PLANTS,Hardwood,Hazelnut,Shell,47.79,5.78,43.79,49.09,5.94,44.97,0.4895,0.2012,0.0261,0.2137,0.0,0.0198,0.0497,0.14328011771472193,0.028045944740733682
450,WOOD PLANTS,Hardwood,Almond,Shell,46.20,5.80,44.50,47.88,6.01,46.11,0.4717,0.3145,0.001,0.0572,0.0089,0.0,0.1466,0.18280978089121316,0.033969324208282616
451,WOOD PLANTS,Hardwood,Pistachio,Shell,48.85,6.29,42.86,49.85,6.42,43.73,0.4690,0.2052,0.0502,0.1857,0.021,0.0312,0.0377,0.1379280829344872,0.025740214758851937
452,WOOD PLANTS,Hardwood,Almond,Shell,48.04,5.79,42.32,49.96,6.02,44.01,0.4664,0.2017,0.0482,0.1866,0.0263,0.0298,0.0411,0.13924167688940353,0.025949143906280676
453,GRASS PLANTS,Grass,Corn,Straw,46.91,5.47,42.78,49.3,5.75,44.96,0.4833,0.2112,0.0433,0.1953,0.0017,0.0296,0.0357,0.1387890592925217,0.02655477357830809
454,WOOD PLANTS,Hardwood,Peanut,Shell,46.97,5.64,40.11,50.65,6.09,43.26,0.4512,0.2037,0.0706,0.1536,0.0517,0.0364,0.0328,0.1470495556816329,0.026561987421192142
455,GRASS PLANTS,Grass,Fescue,Straw,45.38,5.56,42.11,48.77,5.98,45.25,0.5059,0.221,0.0348,0.1787,0.0,0.0261,0.0335,0.14410105369007434,0.02832392098836447
456,WOOD PLANTS,Hardwood,Almond,Shell,48.85,5.51,40.94,51.26,5.78,42.96,0.4506,0.168,0.0182,0.1502,0.1094,0.0108,0.0928,0.164442589521637,0.029496806074812667
457,WOOD PLANTS,Hardwood,Pistachio,Shell,49.55,6.12,42.32,50.56,6.24,43.19,0.4503,0.2223,0.1059,0.123,0.0354,0.0487,0.0143,0.1527924581309541,0.027150907256737786
458,WOOD PLANTS,Hardwood,Coconut,Shell,51.27,5.88,41.78,51.82,5.94,42.23,0.4407,0.182,0.0504,0.1085,0.1337,0.0233,0.0614,0.17651960085861707,0.03093332260634339
459,WOOD PLANTS,Hardwood,Walnut,Shell,51.00,6.04,40.31,52.39,6.21,41.41,0.4159,0.2022,0.1405,0.0568,0.1245,0.0424,0.0178,0.1747659226023346,0.029820111475143966
460,WOOD PLANTS,Unidentified,Unidentified,Briquette,49.00,6.00,44.40,49.3,6.04,44.67,0.4171,0.2672,0.0002,0.1799,0.021,0.0069,0.1076,0.1401721395672456,0.025867895588957995
461,WOOD PLANTS,Hardwood,Hazelnut,Shell,52.90,5.60,38.70,54.42,5.76,39.81,0.4049,0.1499,0.0379,0.0,0.286,0.0109,0.1104,0.2687839914226571,0.0419065458972514
462,WOOD PLANTS,Hardwood,Olive,Husk exausted,-,-,-,54.22,7.08,38.7,0.4156,0.1823,0.1906,0.0019,0.0285,0.1811,0.0,0.1368166008165511,0.016345978863090114
463,WOOD PLANTS,Hardwood,Cocoa,Shell,46.31,5.57,36.12,52.62,6.33,41.05,0.3963,0.2068,0.2091,0.0331,0.1003,0.0493,0.005,0.16290721388786603,0.02749653583667678
464,WOOD PLANTS,Hardwood,Almond,Shell,48.31,6.00,42.73,49.78,6.18,44.04,0.3902,0.2601,0.0,0.1173,0.0179,0.0,0.2144,0.12959126637512863,0.020813827512685786
465,GRASS PLANTS,Grass,Sudan grass,-,45.01,5.40,39.56,50.03,6.0,43.97,0.4650,0.201,0.0488,0.185,0.029,0.0298,0.0414,0.14554665329114808,0.027030425297496916
466,GRASS PLANTS,Grass,Wheat,Whole crop,46.31,5.28,41.53,49.73,5.67,44.6,0.4719,0.2039,0.0454,0.1923,0.0172,0.0292,0.0402,0.14188415023862533,0.02671933541394274
467,GRASS PLANTS,Grass,Wheat,Straw,46.38,5.85,41.73,49.36,6.23,44.41,0.4813,0.2078,0.0411,0.1988,0.0041,0.0281,0.0387,0.14071386934801758,0.02690116983654514
468,WOOD PLANTS,Hardwood,Walnut,Shell,36.50,4.40,28.30,52.75,6.36,40.9,0.3884,0.2062,0.2344,0.0246,0.0935,0.0503,0.0027,0.15681469456945996,0.026390120386089556
469,WOOD PLANTS,Hardwood,Macadamia,Shell,54.49,5.00,39.75,54.91,5.04,40.05,0.1956,0.0858,0.0001,0.3188,0.0487,0.0,0.3509,0.06804591514493312,0.008541066334742047
470,WOOD PLANTS,Hardwood,Pecan,Shell,54.53,4.50,34.28,58.44,4.82,36.74,0.0191,0.0084,0.0049,0.5357,0.0826,0.0,0.3493,0.03794287762107931,0.0046603216867292735
471,WASTE MATERIALS,Wood waste,Particle Board,,52.99,6.09,37.26,55.0,6.32,38.68,0.2815,0.1212,0.2397,0.1583,0.0012,0.0963,0.1018,0.10077154906041776,0.01350506761726291
472,GRASS PLANTS,Grass,SugarCane,Bagasse,46.95,5.47,39.83,50.89,5.93,43.18,0.4488,0.1931,0.0566,0.1557,0.0702,0.0298,0.0459,0.16108646332041993,0.029027416183801457
473,GRASS PLANTS,Grass,Rape (Canola-colza),Straw,44.66,5.13,37.80,50.99,5.86,43.16,0.4474,0.1925,0.0575,0.1514,0.0753,0.0297,0.0462,0.1595589602659589,0.028702274885138785
474,WOOD PLANTS,Hardwood,Palm,Shell (fruits),53.92,6.10,37.12,55.51,6.28,38.21,0.2401,0.1222,0.5684,0.0,0.0635,0.0055,0.0003,0.13299915416135677,0.023634379250868635
475,WOOD PLANTS,Hardwood,Peanut,Shell (groundnut),44.09,5.24,45.03,46.73,5.55,47.72,Outsider,,,,,,,,
476,WOOD PLANTS,Hardwood,Almond,Shell (hulls),48.43,5.98,39.90,51.35,6.34,42.31,0.3697,0.1622,0.0019,0.2427,0.0374,0.0,0.1862,0.1133775886185318,0.018816177349029826
477,WOOD PLANTS,Hardwood,Macadamia,Shell (nuts),58.30,8.12,32.77,58.78,8.19,33.04,0.3642,0.1598,0.0586,0.0017,0.0089,0.4068,0.0,0.09179828778667241,0.005862932856977119
478,WOOD PLANTS,Hardwood,Kukui,Shell (nuts),55.12,5.54,37.55,56.12,5.64,38.24,0.3482,0.1195,0.047,0.0,0.3304,0.0084,0.1466,0.24546911087897558,0.03482611993677021
479,WASTE MATERIALS,Other waste,Municipal Solid Waste,,47.60,6.00,32.90,55.03,6.94,38.03,0.3427,0.1472,0.3562,0.0069,0.0001,0.1426,0.0044,0.1265478579658738,0.01674161525522367
480,WOOD PLANTS,Hardwood,Vine,Shoot,48.15,5.61,42.84,49.84,5.81,44.35,0.4698,0.1781,0.0156,0.2182,0.0294,0.0114,0.0775,0.13782612525994908,0.026306106848153224
481,WOOD PLANTS,Hardwood,Cotton,Stalks,44.88,5.54,41.57,48.79,6.02,45.19,0.5048,0.2178,0.0322,0.1845,0.0,0.0244,0.0364,0.14762738294708572,0.02910253254231891
482,GRASS PLANTS,Grass,Wheat,Straw,44.33,5.32,42.93,47.88,5.75,46.37,0.5456,0.2336,0.0181,0.1535,0.0,0.016,0.0332,0.16271156859973065,0.03402494865643306
483,WOOD PLANTS,Hardwood,Eucalyptus,Stems,47.34,6.52,44.13,48.31,6.65,45.04,0.6099,0.2676,0.0185,0.0,0.0027,0.1012,0.0,0.19329359444219177,0.031772000761975235
484,WOOD PLANTS,Hardwood,Grape,Stems,49.73,6.67,35.41,54.16,7.27,38.57,0.4421,0.194,0.1238,0.0007,0.0184,0.221,0.0,0.13731420945853046,0.014728425178623779
485,WOOD PLANTS,Hardwood,Cotton,Trash (gin),39.23,5.21,36.05,48.74,6.48,44.79,0.5193,0.2935,0.1167,0.0068,0.0,0.0636,0.0001,0.1811464440573122,0.03249574904965716
486,WOOD PLANTS,Hardwood,Rockrose (rosewood),Untreated wood,48.40,5.26,44.49,49.31,5.36,45.33,Outsider,,,,,,,,
487,WOOD PLANTS,Hardwood,Gliricidia,Untreated wood,47.08,7.01,44.08,47.96,7.14,44.9,Outsider,,,,,,,,
488,WASTE MATERIALS,Grass plant waste,Sweet Sorghum,Bagasse,48.01,5.27,39.06,51.99,5.71,42.3,0.4370,0.1861,0.0632,0.0954,0.1391,0.0269,0.0524,0.1756669718084468,0.030540507779635823
489,WOOD PLANTS,Hardwood,Catalpa,Untreated wood,47.08,6.54,45.55,47.47,6.59,45.93,Outsider,,,,,,,,
490,WOOD PLANTS,Hardwood,Kikar (acacia),Untreated wood,45.89,6.08,47.43,46.17,6.12,47.72,0.6234,0.2844,0.0106,0.059,0.0,0.0115,0.0111,0.21858250348965724,0.05073933396089635
491,WOOD PLANTS,Hardwood,Gmelina,Untreated wood,46.15,6.02,46.15,46.94,6.12,46.94,0.5893,0.2693,0.0191,0.0882,0.0,0.0185,0.0156,0.19361359009576212,0.0422618761551653
492,WASTE MATERIALS,Wood waste,Railroad ties,,54.06,6.05,37.86,55.18,6.18,38.64,0.2610,0.1104,0.2191,0.1953,0.0014,0.0869,0.1259,0.09742163535255491,0.01303832122261484
493,WOOD PLANTS,Hardwood,Peach,Stone,53.00,5.90,39.14,54.06,6.02,39.92,0.3993,0.1738,0.1125,0.0,0.2422,0.025,0.0473,0.21463788840466827,0.03532074314826563
494,WOOD PLANTS,Hardwood,Leucaena,Untreated wood,45.52,6.01,45.06,47.12,6.23,46.65,0.5832,0.2846,0.0352,0.0588,0.0,0.0307,0.0075,0.21054548051996166,0.04416371644859259
495,WOOD PLANTS,Hardwood,Hickory,Untreated wood,48.64,6.62,43.99,49.01,6.67,44.32,0.5830,0.2558,0.0495,0.0002,0.0074,0.1041,0.0,0.19480859104713352,0.031245239521234924
496,WOOD PLANTS,Hardwood,Olive,Husk,50.18,6.85,37.78,52.93,7.23,39.85,0.3957,0.2019,0.2008,0.0213,0.1276,0.0449,0.0079,0.17720868907607568,0.029899891323921866
497,WOOD PLANTS,Hardwood,Mango,Untreated wood,46.24,6.08,44.42,47.8,6.28,45.92,0.5545,0.2789,0.0539,0.0657,0.0,0.0406,0.0065,0.19182902798600077,0.038070683614093714
498,WOOD PLANTS,Hardwood,Tan Oak,Untreated Wood,48.50,6.08,44.98,48.71,6.1,45.18,0.5099,0.231,0.0425,0.16,0.0,0.0309,0.0257,0.1597343285669177,0.031243937125799277
499,WOOD PLANTS,Hardwood,Eucalyptus,Untreated Wood,48.32,5.89,45.12,48.65,5.93,45.43,0.5096,0.2079,0.0185,0.1998,0.0,0.0153,0.049,0.14588450115527596,0.029347650909528386
500,WOOD PLANTS,Hardwood,Elm,Untreated Wood,50.40,6.60,42.30,50.76,6.65,42.6,0.5073,0.2226,0.1505,0.0007,0.0224,0.0966,0.0,0.1734026635968221,0.027389792438262214
501,WOOD PLANTS,Softwood,Cedar,Untreated Wood,48.80,6.40,44.40,49.0,6.43,44.58,0.5065,0.2783,0.1126,0.0408,0.0,0.0605,0.0013,0.17400569042231973,0.03134108062442491
502,WOOD PLANTS,Hardwood,Madrone,Untreated Wood,48.56,6.02,44.99,48.77,6.04,45.18,0.5055,0.2168,0.0305,0.1863,0.0,0.0233,0.0377,0.14368778086673986,0.028379389276174304
503,WOOD PLANTS,Softwood,Beech,Untreated Wood,48.37,6.10,44.51,48.87,6.16,44.97,0.5044,0.2368,0.0548,0.1473,0.0,0.0371,0.0196,0.15552657669899259,0.029893606988415457
504,WOOD PLANTS,Hardwood,Oak,Untreated Wood,49.16,6.46,40.16,51.33,6.75,41.93,0.4959,0.2176,0.1445,0.003,0.0218,0.1172,0.0,0.16487005629513918,0.024304419346346154
505,WOOD PLANTS,Softwood,Birch,Untreated Wood,48.74,6.26,44.09,49.19,6.32,44.49,0.4946,0.2552,0.093,0.0982,0.0,0.0524,0.0066,0.16430919853025372,0.030164399169366
506,WOOD PLANTS,Hardwood,Eucalyptus,Untreated Wood,48.29,5.93,44.28,49.02,6.02,44.95,0.4942,0.2134,0.0361,0.1929,0.0,0.0262,0.0373,0.1407976353379785,0.02737205622304272
507,WOOD PLANTS,Softwood,Birch,Untreated Wood,48.89,6.04,44.43,49.21,6.08,44.72,0.4874,0.2181,0.0482,0.1838,0.0,0.0325,0.03,0.1460022182047566,0.02792286673091906
508,WOOD PLANTS,Hardwood,Poplar,Untreated wood,48.51,5.88,44.29,49.16,5.96,44.88,0.4867,0.2025,0.0298,0.212,0.0,0.0221,0.0468,0.13839559041219848,0.026912258945825603
509,WOOD PLANTS,Hardwood,Oak,Untreated Wood,48.82,6.06,44.17,49.29,6.11,44.6,0.4845,0.2209,0.0548,0.1773,0.0004,0.0356,0.0265,0.14500149568136003,0.02749794974805256
510,WOOD PLANTS,Hardwood,Eucalyptus,Untreated Wood,49.04,5.88,44.01,49.58,5.94,44.49,0.4753,0.1954,0.0312,0.21,0.0139,0.0218,0.0523,0.144749652681283,0.02767825792481697
511,WOOD PLANTS,Hardwood,Casuarina,Untreated wood,48.59,5.94,43.37,49.63,6.06,44.3,0.4744,0.2101,0.0511,0.1856,0.0123,0.0324,0.034,0.14242765878624156,0.02677698000535683
512,WOOD PLANTS,Softwood,Spruce,Untreated Wood,49.53,6.06,43.92,49.77,6.09,44.13,0.4710,0.2124,0.0583,0.1763,0.0162,0.0353,0.0304,0.14463996128451287,0.026915985844241187
513,WOOD PLANTS,Hardwood,Oak,Untreated wood,49.67,5.93,44.02,49.86,5.95,44.19,0.4696,0.1736,0.0107,0.2206,0.0317,0.0081,0.0858,0.13395839143096724,0.025576755644237826
514,WOOD PLANTS,Hardwood,Oak,Untreated Wood,49.47,5.73,44.03,49.86,5.77,44.37,0.4689,0.1941,0.0355,0.2011,0.025,0.0235,0.0519,0.14026907056457813,0.02647096731754046
515,WASTE MATERIALS,Food industry waste,Grape ,skins air dried,44.15,5.48,41.40,48.5,6.02,45.48,0.5157,0.2065,0.0132,0.2003,0.0,0.0114,0.0529,0.14938748794178242,0.030439321007684556
516,WOOD PLANTS,Hardwood,Olive,Stone,51.38,6.32,40.02,52.58,6.47,40.95,0.3739,0.2115,0.304,0.0119,0.0411,0.0576,0.0,0.15846711486983436,0.026440071636098794
517,WOOD PLANTS,Softwood,Fir,Untreated Wood,49.84,5.99,43.60,50.13,6.02,43.85,0.4628,0.2001,0.05,0.1822,0.0332,0.03,0.0417,0.14772523216762218,0.02738777641923012
518,WOOD PLANTS,Softwood,Spruce,Untreated Wood,48.82,5.84,42.44,50.28,6.01,43.71,0.4571,0.2405,0.1297,0.0922,0.0178,0.0573,0.0054,0.14746359497317402,0.025952567150311197
519,WOOD PLANTS,Hardwood,Oak,Untreated Wood,49.90,5.97,42.88,50.53,6.05,43.42,0.4543,0.2002,0.0605,0.1644,0.0492,0.033,0.0384,0.14657544302612205,0.026699256914482095
520,WOOD PLANTS,Hardwood,Robinia,Untreated Wood,48.73,5.66,41.71,50.71,5.89,43.4,0.4542,0.1814,0.0329,0.1757,0.0693,0.0197,0.0668,0.1537756075875758,0.02814233756998271
521,WOOD PLANTS,Softwood,Sequoia,Untreated wood,50.67,5.98,42.91,50.89,6.01,43.1,0.4498,0.1889,0.0486,0.16,0.0735,0.0265,0.0527,0.15163213388406135,0.027436756817135595
522,WOOD PLANTS,Hardwood,Mixed,Untreated wood,50.49,5.95,42.83,50.86,5.99,43.14,0.4497,0.1912,0.0524,0.159,0.0705,0.0282,0.0491,0.1527151250818056,0.02754961158675226
523,WOOD PLANTS,Softwood,Douglas Fir,Untreated Wood,50.63,6.23,42.54,50.94,6.26,42.8,0.4406,0.2201,0.1205,0.1089,0.0473,0.0501,0.0126,0.15393423202938544,0.0269974164851104
524,WOOD PLANTS,Softwood,Fir,Untreated Wood,50.55,5.82,41.22,51.8,5.96,42.24,0.4399,0.1839,0.0545,0.1094,0.1298,0.0249,0.0576,0.1704191404804356,0.029898187717775276
525,WOOD PLANTS,Softwood,Fir,Untreated Wood,51.36,5.99,42.20,51.59,6.02,42.39,0.4390,0.1903,0.0665,0.1188,0.1093,0.0301,0.046,0.16347471088670293,0.028804144376143568
526,WOOD PLANTS,Softwood,Larch,Untreated Wood,50.67,6.38,42.51,50.9,6.4,42.7,0.4372,0.2369,0.1672,0.0674,0.0281,0.0608,0.0024,0.15457388973042366,0.026571511867489146
527,WOOD PLANTS,Hardwood,Maple,Untreated Wood,50.64,6.02,41.74,51.46,6.12,42.42,0.4360,0.2007,0.0905,0.1155,0.0892,0.0383,0.0298,0.1637977283838115,0.02878164749468546
528,WOOD PLANTS,Hardwood,Eucalyptus,Untreated Wood,50.50,6.02,41.59,51.47,6.14,42.39,0.4354,0.2016,0.0934,0.1137,0.0884,0.0391,0.0284,0.1637864277889692,0.028732953451220258
529,WOOD PLANTS,Softwood,Spruce,Mould shavings,51.10,5.50,42.30,51.67,5.56,42.77,0.3511,0.154,0.0021,0.3352,0.0515,0.0,0.106,0.10598720235765481,0.019091799230776047
530,WASTE MATERIALS,Wood waste,Particle Board,,53.51,5.92,35.92,56.12,6.21,37.67,0.2290,0.088,0.2548,0.2009,0.0016,0.0942,0.1314,0.0896208014270512,0.011596659828069573
531,WOOD PLANTS,Hardwood,Manzanita,Untreated wood,48.27,5.95,44.77,48.77,6.01,45.22,0.4325,0.306,0.0018,0.1657,0.0061,0.0278,0.0602,0.1439396096237459,0.026562708930223243
532,WOOD PLANTS,Hardwood,Poplar,Untreated wood,50.19,6.06,40.43,51.91,6.27,41.82,0.4186,0.2107,0.1514,0.0728,0.0865,0.0487,0.0113,0.16921871704141556,0.029036825820985115
533,WOOD PLANTS,Hardwood,Olive,Residue - cakes from oil production,50.77,5.90,37.07,54.16,6.29,39.55,0.3451,0.1764,0.2997,0.0,0.1387,0.0354,0.0048,0.16356491616884972,0.027588749968966254
534,GRASS PLANTS,Grass,Flax,Shive,50.29,6.10,41.13,51.57,6.25,42.17,0.4477,0.1693,0.0225,0.1289,0.1292,0.0124,0.09,0.17764734867444723,0.03147256367067367
535,WOOD PLANTS,Softwood,Pine,Untreated wood,51.48,6.16,41.14,52.12,6.24,41.65,0.4173,0.2064,0.1451,0.0679,0.1031,0.0457,0.0144,0.16361841046086342,0.028030799247215413
536,WOOD PLANTS,Hardwood,American Ash (White Ash),Untreated Wood,49.75,6.91,43.04,49.9,6.93,43.17,0.4096,0.2904,0.0049,0.1721,0.0261,0.0498,0.0472,0.139562526386267,0.023728729560044234
537,WOOD PLANTS,Softwood,Pine,Untreated Wood,50.22,6.17,43.17,50.44,6.2,43.36,0.4016,0.2974,0.0111,0.1594,0.0324,0.0739,0.0242,0.1325345991958901,0.021142429997070514
538,WOOD PLANTS,Hardwood,Oak,Untreated Wood,49.83,6.23,42.99,50.31,6.29,43.41,0.3993,0.2658,0.0024,0.182,0.042,0.0366,0.0718,0.1348463003836051,0.022991008918067313
539,WOOD PLANTS,Hardwood,Mixed,Untreated wood,49.09,5.93,42.49,50.34,6.08,43.57,0.3966,0.2501,0.0008,0.1827,0.0477,0.0206,0.1016,0.1342068202883672,0.023158457491633245
540,WOOD PLANTS,Unidentified,Chaparral,Untreated wood,47.45,5.14,40.64,50.9,5.51,43.59,0.3923,0.1721,0.002,0.2147,0.0331,0.0,0.1857,0.11962693987278541,0.020079652045714314
541,WOOD PLANTS,Hardwood,Walnut,Blows,53.66,6.50,36.04,55.78,6.76,37.46,0.3142,0.2478,0.103,0.0233,0.1226,0.1891,0.0,0.13975519671618208,0.014786413410847646
542,WOOD PLANTS,Hardwood,Olive,Cake,51.47,6.84,29.11,58.88,7.82,33.3,0.3129,0.1373,0.1917,0.0013,0.0286,0.3283,0.0,0.10408454495731151,0.008378319423258675
543,WOOD PLANTS,Hardwood,Cherry tree,Untreated Wood,50.03,5.87,42.41,50.89,5.97,43.14,0.3883,0.2505,0.0022,0.181,0.0622,0.0364,0.0794,0.1366093537448841,0.022768321011643163
544,WOOD PLANTS,Hardwood,Ailanthus,Untreated wood,50.77,6.36,42.05,51.19,6.41,42.4,0.3872,0.2774,0.011,0.1665,0.0566,0.0753,0.0261,0.1336525626225308,0.020874103892698774
545,WOOD PLANTS,Hardwood,Robinia,Untreated wood,50.86,5.72,42.04,51.57,5.8,42.62,0.3807,0.2682,0.0109,0.1665,0.0715,0.0757,0.0265,0.1345198714932126,0.020797452484675887
546,WOOD PLANTS,Unidentified,Christmas trees,Untreated wood,51.59,5.58,36.70,54.96,5.94,39.1,0.3730,0.1548,0.1159,0.0,0.2737,0.0199,0.0627,0.22225391243061626,0.03552202873997354
547,WOOD PLANTS,Hardwood,Oak,Untreated Wood,50.93,5.96,41.46,51.79,6.06,42.15,0.3708,0.2104,0.0002,0.1583,0.1052,0.0119,0.1432,0.1439141174897509,0.023302966851584114
548,WASTE MATERIALS,Wood waste,Particle Board,,55.01,5.65,35.58,57.16,5.87,36.97,0.1522,0.0524,0.2214,0.298,0.0024,0.0755,0.1981,0.07258801364183307,0.009111856457762232
549,WOOD PLANTS,Hardwood,Teak,Untreated wood,51.60,6.00,40.04,52.85,6.15,41.01,0.3641,0.2443,0.0111,0.1486,0.1317,0.077,0.0232,0.1501404593732363,0.022397223257967034
550,WASTE MATERIALS,Wood waste,Telephone poles,,55.65,6.02,34.51,57.86,6.26,35.88,0.1632,0.0521,0.3278,0.2091,0.0018,0.1055,0.1405,0.08209902049841533,0.010162400507732223
551,WASTE MATERIALS,Other waste,Paper/wood ,chips,54.55,6.34,32.77,58.25,6.77,34.99,0.2001,0.0611,0.453,0.086,0.0008,0.1409,0.0581,0.10378127210392843,0.012853734252894853
552,WASTE MATERIALS,Other waste,Paper/sludge/wood ,chips,46.77,5.66,27.11,58.8,7.12,34.08,0.2125,0.0609,0.5569,0.0029,0.0001,0.1649,0.0019,0.10816612147100745,0.013373804969622044
553,WASTE MATERIALS,Paper industry waste,Rejects from waste paper preparation,,55.10,6.37,32.19,58.83,6.8,34.37,0.1773,0.0506,0.4873,0.0832,0.0008,0.144,0.0567,0.09597558382327712,0.011766611021371082
554,WASTE MATERIALS,Food industry waste,Grape,Pomace,53.77,5.87,31.46,59.02,6.44,34.54,0.1304,0.0364,0.416,0.175,0.0017,0.1209,0.1196,0.08297640929490585,0.010027739946170691
555,WOOD PLANTS,Softwood,Cypress,Untreated Wood,54.98,6.54,38.08,55.2,6.57,38.23,0.3099,0.136,0.3947,0.0214,0.0617,0.0763,0.0,0.12752180811499933,0.01954247345846347
556,WASTE MATERIALS,Paper industry waste,Black Liquor,,45.86,4.49,25.81,60.22,5.9,33.88,0.0151,0.0036,0.3454,0.3201,0.003,0.0897,0.223,0.05415095757400908,0.006280847158931892
557,ALGAE,Algae,Monodus,lipids extract,67.67,10.18,16.89,71.43,10.74,17.83,Outsider,,,,,,,,
558,WASTE MATERIALS,Paper industry waste,Sewage sludge,,44.60,5.10,15.99,67.89,7.76,24.34,Outsider,,,,,,,,
559,WASTE MATERIALS,Other waste,Paper/sludge,,44.33,5.07,16.50,67.27,7.69,25.04,Outsider,,,,,,,,
560,ALGAE,Algae,Monodus,-,52.67,7.65,24.68,61.96,9.0,29.03,Outsider,,,,,,,,
561,WASTE MATERIALS,Paper industry waste,"Paper waste ""rofire""",,52.54,7.62,32.14,56.92,8.26,34.82,Outsider,,,,,,,,
562,WASTE MATERIALS,Other waste,Sewage sludge,,28.27,4.10,17.48,56.71,8.22,35.07,Outsider,,,,,,,,
563,WASTE MATERIALS,Other waste,Sewage sludge,,28.30,4.07,17.55,56.69,8.15,35.16,Outsider,,,,,,,,
564,WASTE MATERIALS,Other waste,Cartoon-Plastic-Aluminium packing,,54.00,7.79,34.41,56.13,8.1,35.77,Outsider,,,,,,,,
565,WASTE MATERIALS,Other waste,Paper,,53.89,7.78,34.43,56.07,8.1,35.83,Outsider,,,,,,,,
566,WOOD PLANTS,Hardwood,Coconut,Untreated wood - trunk,42.44,5.14,40.84,48.0,5.81,46.19,0.5348,0.2347,0.0001,0.118,0.0181,0.0,0.0943,0.17606798041166805,0.035969902634178125
567,WOOD PLANTS,Hardwood,Grape,vines,45.72,5.05,38.95,50.96,5.63,43.41,0.3863,0.1695,0.0025,0.3072,0.0473,0.0,0.0873,0.11573784993001726,0.02172935607815256
568,GRASS PLANTS,Grass,Sunflower,Pellets,46.89,6.71,33.32,53.95,7.72,38.33,Outsider,,,,,,,,
569,WASTE MATERIALS,Other waste,Other,,47.68,5.68,36.84,52.86,6.3,40.84,Outsider,,,,,,,,
570,WASTE MATERIALS,Other waste,Waste Papers,,47.94,6.79,36.75,52.4,7.42,40.17,Outsider,,,,,,,,
571,GRASS PLANTS,Grass,Sunflower,Husk,50.42,4.91,42.18,51.71,5.04,43.26,Outsider,,,,,,,,
572,WASTE MATERIALS,Other waste,Organic waste,,25.00,4.60,18.90,51.55,9.48,38.97,Outsider,,,,,,,,
573,ALGAE,Algae,Microalgae,,43.94,6.86,34.53,51.49,8.04,40.47,Outsider,,,,,,,,
574,WASTE MATERIALS,Food industry waste,Apple,Pulp,49.23,8.37,38.61,51.17,8.7,40.13,Outsider,,,,,,,,
575,WOOD PLANTS,Hardwood,Olive,Residue - leeched,54.07,5.80,35.49,56.7,6.08,37.22,0.2467,0.1118,0.4256,0.0,0.1989,0.0,0.017,0.1507167039457833,0.025970675125248133
576,GRASS PLANTS,Grass,Tobacco,-,45.60,6.90,37.70,50.55,7.65,41.8,Outsider,,,,,,,,
577,GRASS PLANTS,Vegetables,Pepper plant,-,39.27,4.17,35.01,50.06,5.32,44.63,Outsider,,,,,,,,
578,GRASS PLANTS,Grass,Miscanthus,-,48.60,5.10,43.96,49.76,5.22,45.01,Outsider,,,,,,,,
579,GRASS PLANTS,Grass,Reed,-,46.80,7.51,39.91,49.67,7.97,42.36,Outsider,,,,,,,,
580,WOOD PLANTS,Hardwood,Cotton,waste,49.04,4.71,35.08,55.21,5.3,39.49,0.1737,0.0762,0.0008,0.5381,0.0824,0.0,0.1288,0.07571577935545615,0.012387635991110807
581,GRASS PLANTS,Grass,Lupine (tremoço),Whole crop,41.20,4.40,37.50,49.58,5.29,45.13,Outsider,,,,,,,,
582,WASTE MATERIALS,Food industry waste,Palm oil ,Shell (kernel),46.68,5.86,42.01,49.37,6.2,44.43,Outsider,,,,,,,,
583,WOOD PLANTS,Hardwood,Cotton,Waste (gin),45.97,5.35,41.99,49.27,5.73,45.0,0.4817,0.1733,0.0031,0.2425,0.0071,0.0026,0.0895,0.13439862064020536,0.0264728167509676
584,GRASS PLANTS,Grass,Flax,-,46.60,5.00,42.92,49.3,5.29,45.41,Outsider,,,,,,,,
585,WOOD PLANTS,Hardwood,Mulberry,waste wood,49.84,6.14,41.00,51.39,6.33,42.27,0.4263,0.2221,0.1585,0.0783,0.0538,0.0547,0.0064,0.15727042094703306,0.027034145745358947
586,GRASS PLANTS,Vegetables,Tomato plant,-,38.17,4.08,36.24,48.63,5.2,46.17,Outsider,,,,,,,,
587,GRASS PLANTS,Grass,Miscanthus,-,44.80,5.00,42.53,48.52,5.42,46.06,Outsider,,,,,,,,
588,GRASS PLANTS,Grass,Miscanthus,-,45.20,5.00,43.13,48.43,5.36,46.21,Outsider,,,,,,,,
