,CATEGORY,SUBCAT,SAMPLE,ORGAN FRACTION,C,H,O,C.1,H.1,O.1,CELL,HCELL,LIGH,LIGO,LIGC,TRIL,CTANN,ignition_delay,transit_distance
589,GRASS PLANTS,Grass,Miscanthus,-,45.40,4.80,43.64,48.38,5.12,46.5,Outsider,,,,,,,,
590,GRASS PLANTS,Grass,Amaranth,Whole crop,40.86,4.70,38.96,48.35,5.56,46.1,Outsider,,,,,,,,
591,GRASS PLANTS,Grass,Miscanthus,-,-,-,-,48.33,5.13,46.54,Outsider,,,,,,,,
592,GRASS PLANTS,Grass,Miscanthus,-,-,-,-,48.32,5.13,46.55,Outsider,,,,,,,,
593,GRASS PLANTS,Grass,Hemp (canhamo),-,45.12,5.14,43.21,48.27,5.5,46.23,Outsider,,,,,,,,
594,GRASS PLANTS,Grass,Bamboo,Dust,43.86,6.64,40.40,48.25,7.3,44.44,Outsider,,,,,,,,
595,GRASS PLANTS,Grass,Miscanthus,-,44.70,5.00,43.20,48.12,5.38,46.5,Outsider,,,,,,,,
596,WOOD PLANTS,Hardwood,Olive,Mash,61.19,8.81,22.48,66.17,9.53,24.3,0.2220,0.0974,0.0027,0.0017,0.0007,0.6756,0.0,0.054649842455689296,0.0016738240952703664
597,GRASS PLANTS,Grass,Miscanthus,-,-,-,-,47.95,5.03,47.02,Outsider,,,,,,,,
598,GRASS PLANTS,Grass,Clover grass,-,44.95,6.81,42.20,47.84,7.25,44.91,Outsider,,,,,,,,
599,GRASS PLANTS,Grass,Miscanthus,-,44.50,5.00,43.55,47.82,5.37,46.8,Outsider,,,,,,,,
600,GRASS PLANTS,Grass,Miscanthus,-,43.80,4.90,43.12,47.7,5.34,46.96,Outsider,,,,,,,,
601,WASTE MATERIALS,Grass plant waste,Pepper,,42.36,2.96,43.56,47.66,3.33,49.01,Outsider,,,,,,,,
602,GRASS PLANTS,Grass,Rye,Whole crop,44.67,5.13,44.08,47.58,5.46,46.95,Outsider,,,,,,,,
603,WASTE MATERIALS,Food industry waste,Litchi,Peel,45.10,6.63,43.06,47.58,6.99,45.43,Outsider,,,,,,,,
604,GRASS PLANTS,Grass,Miscanthus,-,-,-,-,47.49,5.19,47.32,Outsider,,,,,,,,
605,WOOD PLANTS,Softwood,Spruce,Whole crop,53.10,5.20,38.60,54.8,5.37,39.83,0.1931,0.0847,0.0002,0.5451,0.0834,0.0,0.0935,0.07514141473685888,0.012803410407185141
606,GRASS PLANTS,Grass,Meadow,-,42.24,4.81,42.24,47.31,5.38,47.31,Outsider,,,,,,,,
607,GRASS PLANTS,Grass,Miscanthus,-,-,-,-,47.2,5.49,47.31,Outsider,,,,,,,,
608,GRASS PLANTS,Grass,Tobacco,Burley,36.70,5.78,35.64,46.98,7.4,45.62,Outsider,,,,,,,,
609,GRASS PLANTS,Grass,Miscanthus,-,-,-,-,46.95,5.54,47.52,Outsider,,,,,,,,
610,GRASS PLANTS,Grass,Miscanthus,-,-,-,-,46.89,5.53,47.58,Outsider,,,,,,,,
611,GRASS PLANTS,Grass,Thistle,-,42.09,5.86,41.88,46.85,6.52,46.62,Outsider,,,,,,,,
612,GRASS PLANTS,Grass,Miscanthus,-,-,-,-,46.78,5.07,48.14,Outsider,,,,,,,,
613,GRASS PLANTS,Grass,Miscanthus,-,-,-,-,46.78,5.07,48.14,Outsider,,,,,,,,
614,WOOD PLANTS,Softwood,Fir,Whole Tree,48.52,5.81,44.66,49.02,5.87,45.12,0.4916,0.1933,0.0163,0.2246,0.0,0.0132,0.0611,0.1348998422346113,0.02670629724722718
615,WOOD PLANTS,Softwood,Spruce,Whole Tree,50.20,5.90,41.14,51.62,6.07,42.31,0.4363,0.1949,0.0794,0.1128,0.1049,0.034,0.0377,0.15947444045533535,0.027969619456420035
616,GRASS PLANTS,Grass,Miscanthus,-,-,-,-,46.62,5.18,48.2,Outsider,,,,,,,,
617,GRASS PLANTS,Grass,Miscanthus,-,-,-,-,46.59,5.2,48.21,Outsider,,,,,,,,
618,WASTE MATERIALS,Food industry waste,Longan,Peel,42.70,6.94,42.12,46.53,7.56,45.9,Outsider,,,,,,,,
619,GRASS PLANTS,Grass,Corn,Shoots,-,-,-,46.28,6.58,47.13,Outsider,,,,,,,,
620,GRASS PLANTS,Grass,Mustard,Husk,44.05,8.79,42.72,46.1,9.2,44.7,Outsider,,,,,,,,
621,GRASS PLANTS,Grass,Triticale,Whole crop,43.06,5.19,45.15,46.1,5.56,48.34,Outsider,,,,,,,,
622,WASTE MATERIALS,Paper industry waste,paper sludge,,27.23,3.47,28.38,46.09,5.88,48.04,Outsider,,,,,,,,
623,GRASS PLANTS,Grass,Miscanthus,-,-,-,-,46.04,5.21,48.75,Outsider,,,,,,,,
624,WOOD PLANTS,Softwood,Spruce,Whole Tree / thinning residues,48.46,5.84,44.88,48.86,5.89,45.25,0.5025,0.2222,0.039,0.1767,0.0,0.0284,0.0313,0.15010185900334785,0.029297874938556432
625,GRASS PLANTS,Grass,Soya,Bean husk,43.08,6.36,44.51,45.85,6.77,47.38,Outsider,,,,,,,,
626,WASTE MATERIALS,Food industry waste,Mango,Seeds,43.80,6.79,45.18,45.73,7.09,47.18,Outsider,,,,,,,,
627,GRASS PLANTS,Grass,Miscanthus,-,-,-,-,45.71,5.31,48.98,Outsider,,,,,,,,
628,GRASS PLANTS,Grass,Barley,Straw,42.88,5.53,45.48,45.67,5.89,48.44,Outsider,,,,,,,,
629,WASTE MATERIALS,Food industry waste,Palm oil empty fruit bunch,pith,41.61,5.92,43.72,45.6,6.49,47.91,Outsider,,,,,,,,
630,GRASS PLANTS,Grass,Miscanthus,-,-,-,-,45.58,5.19,49.23,Outsider,,,,,,,,
631,GRASS PLANTS,Grass,Corn,Sillage,43.44,6.18,45.89,45.49,6.47,48.05,Outsider,,,,,,,,
632,GRASS PLANTS,Grass,Miscanthus,-,-,-,-,45.43,5.14,49.43,Outsider,,,,,,,,
633,WOOD PLANTS,Softwood,Spruce,Whole Tree / thinning residues w/o needles,48.05,5.81,45.24,48.49,5.86,45.65,0.5155,0.2013,0.0088,0.2072,0.0,0.0078,0.0595,0.14491222164503736,0.02967300263303161
634,WASTE MATERIALS,Food industry waste,Litchi,Seeds,43.60,6.86,45.94,45.23,7.12,47.66,Outsider,,,,,,,,
635,WASTE MATERIALS,Food industry waste,Longan,Seeds,43.10,6.85,45.46,45.17,7.18,47.65,Outsider,,,,,,,,
636,GRASS PLANTS,Grass,Miscanthus,-,-,-,-,45.17,5.3,49.53,Outsider,,,,,,,,
637,GRASS PLANTS,Grass,Miscanthus,-,-,-,-,45.13,5.15,49.72,Outsider,,,,,,,,
638,GRASS PLANTS,Grass,Miscanthus,-,-,-,-,44.99,5.3,49.71,Outsider,,,,,,,,
639,WASTE MATERIALS,Food industry waste,Soybean,Oil cake,38.80,5.74,41.86,44.91,6.64,48.45,Outsider,,,,,,,,
640,WASTE MATERIALS,Paper industry waste,Black Liquor,,34.27,4.11,38.08,44.82,5.37,49.8,Outsider,,,,,,,,
641,WASTE MATERIALS,Paper industry waste,Black Liquor,,34.27,4.11,38.08,44.82,5.37,49.8,Outsider,,,,,,,,
642,GRASS PLANTS,Grass,Rape (Canola-colza),Residues,42.76,5.31,47.42,44.78,5.56,49.66,Outsider,,,,,,,,
643,GRASS PLANTS,Grass,Miscanthus,-,-,-,-,44.74,5.22,50.04,Outsider,,,,,,,,
644,GRASS PLANTS,Grass,Miscanthus,Grass,40.00,5.10,44.43,44.68,5.69,49.62,Outsider,,,,,,,,
645,GRASS PLANTS,Grass,Safflower,Straw,42.09,5.59,47.00,44.45,5.9,49.64,Outsider,,,,,,,,
646,GRASS PLANTS,Grass,Tobacco,-,38.70,5.90,43.10,44.13,6.73,49.14,Outsider,,,,,,,,
647,WASTE MATERIALS,Paper industry waste,paper sludge,,25.05,3.28,28.53,44.05,5.78,50.18,Outsider,,,,,,,,
648,WASTE MATERIALS,Grass plant waste,Garlic,,36.49,4.79,41.57,44.04,5.78,50.17,Outsider,,,,,,,,
649,WASTE MATERIALS,Food industry waste,Mango,Peel,41.60,7.04,46.00,43.96,7.44,48.61,Outsider,,,,,,,,
650,WASTE MATERIALS,Grass plant waste,Sorghum,Bagasse,39.70,7.56,43.26,43.86,8.35,47.79,Outsider,,,,,,,,
651,GRASS PLANTS,Other,Flaw,Straw,41.69,6.00,48.30,43.43,6.25,50.32,Outsider,,,,,,,,
652,GRASS PLANTS,Grass,SugarCane,Leaves,39.75,5.50,46.84,43.16,5.97,50.86,Outsider,,,,,,,,
653,GRASS PLANTS,Grass,Switchgrass,-,41.45,5.02,49.63,43.13,5.22,51.64,Outsider,,,,,,,,
654,GRASS PLANTS,Grass,Timothy grass,-,41.91,5.93,49.84,42.91,6.07,51.02,Outsider,,,,,,,,
655,WASTE MATERIALS,Grass plant waste,Corn Shelled,Grain / Meal,41.74,6.41,49.25,42.86,6.58,50.57,Outsider,,,,,,,,
656,GRASS PLANTS,Grass,Switchgrass,-,41.21,5.03,51.07,42.35,5.17,52.48,Outsider,,,,,,,,
657,GRASS PLANTS,Grass,Wheat,Stem,39.07,4.77,50.17,41.56,5.07,53.37,Outsider,,,,,,,,
658,WASTE MATERIALS,Paper industry waste,Black Liquor,,25.40,4.57,32.85,40.44,7.27,52.29,Outsider,,,,,,,,
659,GRASS PLANTS,Grass,Rape (Canola-colza),-,37.82,4.61,53.22,39.54,4.82,55.64,Outsider,,,,,,,,
660,GRASS PLANTS,Vegetables,Arhar (pidgeon pea),Stalk,38.05,6.15,53.78,38.83,6.28,54.89,Outsider,,,,,,,,
661,GRASS PLANTS,Grass,Rape (Canola-colza),Straw,33.73,3.85,58.39,35.15,4.01,60.84,Outsider,,,,,,,,
662,WASTE MATERIALS,Wood waste,driftwood,,-,-,-,30.56,3.62,65.82,Outsider,,,,,,,,
663,WOOD PLANTS,Hardwood,Oak  ,Wood waste,49.50,5.70,41.30,51.3,5.91,42.8,0.4465,0.1807,0.0403,0.1434,0.1021,0.0214,0.0656,0.16272257478158403,0.029072616107698637
